2017-12-21 15:19:33,"b'Hi @united, flying on a plane behind seated crew complaining about their safety concerns and the incompetence of th\xe2\x80\xa6 https://t.co/rbU49dJaTW'"
2017-12-21 15:12:39,"b""The stranger on the plane started grabbing her thigh, she said. It didn't get better until landing.\xe2\x80\xa6 https://t.co/rlcx536sHn"""
2017-12-21 15:09:36,b'Cue Rhapsody in Blue...#UnitedAirlines we really couldn\xe2\x80\x99t care less https://t.co/2AG3r8lp25'
2017-12-21 15:03:27,"b'thanks @AerLingus, your flight delay caused me a dominoes effect, missing my connections and wasting a tons of time\xe2\x80\xa6 https://t.co/BnklbCUVJ1'"
2017-12-21 14:09:02,"b'Flight is diverted, refueled but waiting for clearance from Newark. Hope I don\xe2\x80\x99t miss my connecting flight #unitedairlines'"
2017-12-21 13:29:36,b'Thanks #unitedAIRLINES for giving my mother a 1st class ticket after seeing her on a wheelchair. She would travel e\xe2\x80\xa6 https://t.co/T5A4FvNiXs'
2017-12-21 12:55:05,"b""Waiting for my #unitedAIRLINES when I hear the flight next to me is delayed because the captain isn't here. I've made a terrible mistake"""
2017-12-21 12:45:28,b'Flying home for Christmas! First time on @united in a long time. Thanks for the upgrade to First on our way out.\xe2\x80\xa6 https://t.co/JfVBVGzLXG'
2017-12-21 11:13:02,b'RT @JovahnSimmons: Just got off a #UnitedAirlines flight... What a DRAG that flight was. I filmed the whole thing. WATCH\xe2\x9c\x88\xef\xb8\x8f\nhttps://t.co/t9D\xe2\x80\xa6'
2017-12-21 11:07:56,"b'Going on record #UnitedAirlines, this is the very last time we fly with you. I\'m 6\'2"" with legs for days, there are\xe2\x80\xa6 https://t.co/ZUTc8VWeXR'"
2017-12-21 09:26:22,"b""AA BKK-HKG-LAX/SFO RT $850 immed UPG with SWU's #unitedairlines #mileagerun #travel #mileageplus https://t.co/AYSpqSlCjM"""
2017-12-21 09:23:09,b'You may also like these photo galleries:AutoplayShow ThumbnailsShow CaptionsLast SlideNext Slide\xc2\xa0Pack your patience\xe2\x80\xa6 https://t.co/O1ltflwQs8'
2017-12-21 09:04:11,"b""#UnitedAirlines adds the South Pacific's most stunning tropical paradise to its growing list of new routes"""
2017-12-21 07:36:05,"b'Heading home for Christmas! Sucker for punishment, SAN-LAX-ORD-YYZ. #united #unitedairlines\xe2\x80\xa6 https://t.co/hRX1GQC8BL'"
2017-12-21 07:32:16,"b""If they turn #gogreyhound into #unitedAIRLINES I'm willing to fight to the death for my seat."""
